Title,Rating,Votes,Time,Genre,Stars
Special Labor Inspector Jo,7.6,40,-,"Comedy, Drama","Dong-wook Kim, Kim Ju-Young, Hyeok-soo Kwon, Joel Roberts"
Surplus Princess,6.5,232,45 min,"Comedy, Drama, Fantasy","Jo Bo-ah, Joo-Wan On, Jae-rim Song, Ji-Soo Park"
Youn's Stay,8.9,34,-,Reality-TV,"Yuh-Jung Youn, Seo-jin Lee, Yu-mi Jung, Seo Jun Park"
Legal High,7.4,80,60 min,"Comedy, Drama","Jin Goo, Eun-Su Seo, Bak Yoon, Jeong-an Chae"
Priest,7.7,98,-,Horror,"Park Jung-Won, Suk Mun, Yeon-ah Oh, Se-ah Jang"
Memory,8.1,66,-,Drama,"Lee Sung-min, Hyo-jeong Ban, Nam Da-reum, Jang Gwang"
My Daughter Seo Young,8,90,-,"Family, Romance","Lee Bo-young, Ho-jin Chun, Sang-yoon Lee, Park Hae-Jin"
Cain and Abel,7.7,255,-,"Action, Drama, Romance","So Ji-seob, Hyeon-jun Shin, Han Ji-min, Jeong-an Chae"
Three Days,7.2,189,65 min,"Action, Thriller","Yu Chun Park, Son Hyeon-ju, Ha-seon Park, Yi-hyeon So"
My Unfamiliar Family,8.2,96,70 min,Drama,"Jin-young Jung, Mi-Kyung Won, Ja-Hyeon Chu, Yeri Han"
"Hong Gil Dong, the Hero",7.5,205,-,"Action, Comedy, Drama","Ji-Hwan Kang, Yu-ri Sung, Keun-Suk Jang, Hyun Jung Cha"
Giant,8.4,119,-,"Action, Drama, Romance","Beom-su Lee, Sang-min Park, Hwang Jeong-eum, Lee Deok-hwa"
Angel's Revenge,7,23,-,"Drama, Romance","So-yi Yoon, Jeong-cheol Park, Bo Ryung Moon, Kwon Yul"
Arpo: The Robot for All Kids,5.5,20,11 min,Animation,-
Bad Papa,7.3,112,35 min,"Drama, Family","Lee Da-wit, Jang Hyuk, Kim Jaekyung, Man-sik Jeong"
Begin Again,-,-,-,Reality-TV,-
Miss Ripley,6.5,86,65 min,"Crime, Romance","Lee Da-hae, Bong-gi Baek, Kim Chang-wan, Myeong-Gil Choi"
Money Game,8,38,70 min,Drama,"Go Soo, Lee Sung-min, Shim Eun-kyung, Teo Yoo"
YooHoo to the Rescue,6.8,52,-,Family,"Kira Buckland, Ryan Bartley, Bryce Papenbrook, Cassandra Lee Morris"
Thank You,7.8,175,60 min,Drama,"Kong Hyo-Jin, Jang Hyuk, Sung-eun Kim, Shin-ae Seo"
Valid Love,7.2,53,-,"Drama, Romance","Tae-woong Eom, Lee Si-young, Lee Soo-hyuk, Yeo-jin Choi"
Ms. Perfect,6.8,42,-,Drama,"So-Young Ko, Yeo-jeong Cho, Sung Jun, Yoon Sang-Hyun"
Unexpected You,7.6,61,-,Drama,"Nam-ju Kim, Joon-Sang Yoo, Yuh-Jung Youn, Kwak Dong-yeon"
Cross,7.3,84,-,Drama,"Kim Jong-goo, Woo Hyeon, Yoojin Kim, Jin-Sung Yang"
Hotelier,7.5,170,-,Romance,"Song Yun-ah, Hwa-jeong Choi, Yong-jun Bae, Jin-hie Han"
The Devil,8.2,133,70 min,"Drama, Mystery, Thriller","Choi Deok-moon, Jung Dong-hwan, Tae-woong Eom, Jeong-su Han"
T-Buster,-,-,-,Animation,-
King Geunchogo,7.5,39,-,"Biography, Drama, History","Woo-seong Kam, Kim Ji-Soo, Jong-Won Lee, Ji-Hoon Lee"
Jeong Do-jeon,8.6,44,-,"Biography, History","Se-Jung Kang, Park Jin-Woo, Jae-Hyun Cho, Lee Il-Hwa"
Korea's Next Top Model,-,-,-,Reality-TV,-
Awl,8,23,40 min,Drama,"Hyun-Woo Ji, Ahn Nae-sang, Hyun Woo, Jong-woon Kim"
Late Night Restaurant,7.9,86,-,Drama,"Seung-woo Kim, Min-jung Ban, Jae-Sung Choi, Tae-Hyun Nam"
Coffee Friends,8.3,34,85 min,Reality-TV,"Yoo Yeon-Seok, Ho Joon Son, Choi Ji-woo, Yang Se-Jong"
Heaven's Promise,8,26,-,Drama,"Yun Ju-sang, Hye-ri Kim, Jong-Won Lee, Yu-ri Lee"
Justice,7.8,75,-,"Crime, Drama, Mystery","Choi Jin-Hyuk, Jin-Ah Im, Son Hyeon-ju, Sung-Hoon Park"
Chakhanmanyeojeon,7.4,94,35 min,Drama,"Lee Da-hae, Soo-young Ryu, Ahn Woo-yeon, Sol-bin Ahn"
Buhwal,8.6,82,70 min,"Crime, Drama, Mystery","Han Ji-min, Tae-woong Eom, Kim Yoon-seok, Yeon-hee Lee"
Switch: Change the World,7.4,196,35 min,Drama,"Keun-Suk Jang, Yeri Han, Jeong Woong-in, Hie-bong Jo"
Fantastic,7.5,119,-,"Drama, Romance","Kim Hyun-joo, Sang-uk Joo, Jo Jae-yoon, Kim Jung-nan"
Oh My Geum-Bi,8.3,89,60 min,Drama,"Jung-eun Heo, Yun-a Oh, Jason Nelson, Kim Dae-Jong"
Meloholic,6.6,173,60 min,"Drama, Mystery, Romance","Soo-jin Kyung, Dae-chul Choi, Sol-bin Ahn, Jae-Suk Han"
Korean Pork Belly Rhapsody,8,47,48 min,Documentary,-
Kamen Rider Agito,8.1,385,30 min,"Action, Adventure, Drama","Toshiki Kashû, Takeshi Masu, Jun Kaname, Rina Akiyama"
Magi-Nation,6.4,129,22 min,"Animation, Action, Adventure","Julie Lemieux, Rick Miller, Lyon Smith, Dan Petronijevic"
Wonderful Days,7.2,52,65 min,"Drama, Romance","Seo-jin Lee, Kim Hee-seon, Taecyeon, Park Bo-Gum"
Beautiful Days,8,87,60 min,Romance,"Ha Jae-Young, Lee Byung-hun, Jae-yeong Ha, Lee Jeong-kil"
May Queen,7.8,33,70 min,Romance,"Han Ji-hye, Kim Jaewon, Hee Jae"
Rich Family's Son,8,30,-,Drama,"Kim Ji-Hoon, Kim Ju-Hyeon, Kyu-han Lee, Soo-Hyun Hong"
Secrets and Lies,6.4,6,-,Drama,"Seung-Ah Oh, Hae-Won Seo, Kyeong-nam Kim, Joong-Moon Lee"
"Sangdoo, Let's Go to School!",7.9,151,60 min,"Comedy, Drama, Romance","Soo-Hyun Hong, Rain, Kong Hyo-Jin, Dong-geon Lee"
Vampire Flower,5.4,72,12 min,"Drama, Fantasy, Romance","Seo Jae Hyung, Hyeong-kon Kim, Moon Hyo Joon, Seung-Yub Lee"
The Fugitive of Joseon,7.8,86,-,"Drama, History, Thriller","Lee Dong-Wook, Yoo Bin Kim, Song Ji-Hyo, Ji-Young Park"
The Man Living in Our House,6.7,287,-,"Comedy, Drama, Romance","Soo Ae, Jo Bo-ah, Kim Ji-hoon, Se-Hwi Shin"
God's Quiz,7.4,150,-,"Crime, Drama, Mystery","Deok-Hwan Ryu, Park Jun-Myun, Joo-Hee Yoon, Nah Yoon"
Shut Up Family,8.2,22,25 min,Comedy,"Woo-sik Choi, Kim Dasom, Sin-hye Hwang, Dan-Yool Kim"
A Thousand Days' Promise,8.3,84,-,"Drama, Romance","Soo Ae, Rae-won Kim, Kim Hae-sook, Yu-mi Jeong"
Waiting for Love,7.7,100,67 min,Romance,"BoA, Daniel Choi, Si-wan Yim, Kim Ji-Won"
Touch,7,67,-,-,"Sol-bin Ahn, Da-Gam Han, Sang-uk Joo, Bo-ra Kim"
Pegasus Market,8.1,63,75 min,"Comedy, Drama","Byeong-cheol Kim, Dong-hwi Lee, Park Ho-San, Min-sung Jung"
A Day Before Us,7.9,98,-,"Animation, Short, Drama",-
You're Too Much,7.2,14,-,Drama,"Uhm Junghwa, Tae-oh Kang, Ku Hye-Sun, Jang Hie-jin"
Super Duper Sumos,3.6,544,30 min,"Adventure, Animation, Action","Matt Hill, Ben Hur, Cusse Mankuma, Richard Newman"
Summer Guys,7.9,33,-,Romance,"Jung Shin Lee, Mi-na Kang, Hyun-Bin Kwon, Na-Young Lim"
Temptation of an Angel,7.1,37,-,Drama,"Soo-bin Bae, Soo-Hyun Hong, Kim Tae Hyun, So-yeon Lee"
Immortal Yi Soon-shin,8.5,107,60 min,"Action, Biography, Drama","Myung-Min Kim, Jae-Sung Choi, Jae-ryong Lee, So-yi Kim"
Tree of Heaven,7.8,127,70 min,"Drama, Romance","Jung Dong-hwan, Cheong Kim, Park Shin-Hye, Wan Lee"
"Yeah, That's How It Is",8.5,35,-,Drama,"Jung Hae-In, Kim Hae-sook, Yo-seob Hong, Seo Ji-hye"
Hieoro,6.7,136,60 min,"Comedy, Drama","Lee Joon-Gi, So-yi Yoon, Yun-shik Baek, Ki-joon Uhm"
"What's Wrong, Poong-Sang",6.9,45,-,Drama,"Joon-Sang Yoo, Ji-Ho Oh, Hye-bin Jeon, Lee Si-young"
"I Summon You, Gold!",7.7,38,-,"Comedy, Romance","Ji-hye Han, Jeong-hun Yeon, Tae-Sung Lee, Soo-kyung Lee"
Gaewa neukdaeui sigan,8.1,375,60 min,Thriller,"Lee Joon-Gi, Sang-mi Nam, Jung Kyung-ho, Jae-Sung Choi"
The Iron Empress,6.7,38,-,"Drama, History","Shi-ra Chae, Hyo-jeong Ban, Cheol-ho Choi, Jae-Sung Choi"
Brain,8.2,62,-,"Drama, Romance","Shin Ha-kyun, Jeong-won Choi, Jin-young Jung, Dong-Hyuk Cho"
Mr. Baek,6.7,81,-,"Comedy, Fantasy, Romance","Shin Ha-kyun, Jang Na-ra, Mi-ryeong Cho, Jeon Gook-hwan"
Idol Star Athletics Championships,7.9,9,-,"Game-Show, Sport","BTS, EXO, Seventeen, Twice"
Andante,7,205,60 min,"Comedy, Drama, Romance","Kai, Ye-Hyun Lee, Jin-Kyung Kim, Mi-seon Jeon"
Goodbye to Goodbye,7.8,52,-,"Drama, Romance","Jo Bo-ah, Shi-ra Chae, Si-eun Ha, Hye-Young Jung"
Treehouse Detectives,7.5,82,-,"Animation, Short, Mystery","Brody Allen, Ryan Bartley, Jenna Davis, Leigh Kelly"
Different Dreams,8,48,-,Drama,"Yoo Ji-Tae, Yo-won Lee, Ju-hwan Lim, Sung-Il Jung"
My Liberation Diary,-,-,-,"Drama, Romance",-
Juvenile Justice,-,-,-,"Crime, Drama",-
Bluebird's House,7.1,33,60 min,"Comedy, Drama, Romance","Lee Joon-hyuk, Chae Soo-bin, Lee Sang-Yeob, Soo-jin Kyung"
Fluttering Warning,7,74,60 min,Romance,"Yun Eun-hye, Jeong-myeong Cheon, Go Eun Han, Joo Woo Jae"
Monster Buster Club,5.8,181,22 min,"Animation, Action, Family","Sam Vincent, Michael Yarmush, Andrea Libman, Anna Cummer"
Queen of Ambition,7.9,111,-,"Drama, Romance","Soo Ae, Yunho Jung, Sung-ryung Kim, Sang-Woo Kwon"
"I Love You, Don't Cry",-,-,35 min,"Drama, Romance",-
Radio Star,8,5,80 min,Talk-Show,"Kim Gook-jin, Kim Gura, Yoon Jong Shin, Hee-chul Kim"
Attic Cat,7.9,121,60 min,Romance,"Rae-won Kim, Da-bin Jeong, Jeong-yun Choi, Hyun-Woo Lee"
God of Study,7.3,159,65 min,"Comedy, Romance","Soo-Ro Kim, Bae Doona, Yun-a Oh, Yoo Seung-ho"
Let Me Introduce Her,7.2,56,-,Drama,"Kang Hoon, Sang-mi Nam, Lee Shi-Ah, Eun-jeong Han"
Island,-,-,-,"Fantasy, Mystery",-
One Well-Raised Daughter,7.5,36,-,Romance,"Han-byeol Park, Tae-gon Lee, Eun-woo Jeong, Se In Yoon"
Medical Top Team,7,97,-,"Drama, Romance","Sang-Woo Kwon, Ryeowon Jung, Ju Ji-Hoon, Yeon-Seo Oh"
Kamen Rider Wizard,6.9,288,30 min,"Action, Adventure, Comedy","Shun'ya Shiraishi, Junki Tozuka, Yûko Takayama, Michael C. Pizzuto"
The Great Ambition,8,16,120 min,Drama,"Mi-ri Gyeon, Jae-Suk Han, Kyoung-In Hong, Jang Hyuk"
Heard It Through the Grapevine,7.9,73,-,"Comedy, Drama, Romance","Joon-Sang Yoo, Ho-jeong Yu, Joon Lee, Ko Asung"
My Little Baby,6.9,98,-,"Comedy, Drama","Min-Jae Kim, Ji-Ho Oh, Soo-kyung Lee"
I Picked Up a Star on the Road,7,172,-,"Drama, Romance","Seul-gi Park, Kim Ga-eun, Sung Hoon, Soo-Ah Park"
The Color of a Woman,5.2,52,65 min,Romance,"Hee Jae, Ji-ho Shim, Yoon So-Yi, Lee Soo-Kyung"
Korean Ghost Stories,7.2,19,-,Horror,"Se-na Lee, Park Min-Young, Choi Jin-Hyuk, Ha-eun Kim"
Hyori's Homestay,8.6,202,-,Reality-TV,"Hyo-ri Lee, Sang-Soon Lee, Im Yoon-ah, Ji-eun Lee"
Perfume,7.1,131,35 min,"Comedy, Romance","Seong-rok Sin, Jae-suk Ha, Won-Hee Go, Ye-ryeon Cha"
Insectibles,7.7,40,-,Animation,"Michael Pongracz, Alex Cazares, Amelia Henderson, Brian Zimmerman"
Happy Together,7.4,30,95 min,"Comedy, Talk-Show","Kyung-Hwan Heo, Yoon Shi-Yoon, Tae-Hyun Cha, Sang-Hwa Lee"
I Need Romance 2012,7.2,87,45 min,"Comedy, Romance","Yu-mi Jung, Lee Jin-Wook, Ji-seok Kim, Ji-woo Kim"
Will It Snow at Christmas?,7.1,75,60 min,"Drama, Romance","Go Soo, Ye-seul Han, Ho-jin Chun, Ji-han Do"
Bad Love,7.6,66,-,"Drama, Romance","Sang-Woo Kwon, Yo-won Lee, Ye-ryeon Cha, Seong-su Kim"
The Birth of the Rich,6.9,37,-,"Comedy, Romance","Hyun-Woo Ji, Lee Bo-young, Min Namkoong, Lee Si-young"
Super Zach,7.7,11,-,"Animation, Action, Adventure","Chelan Simmons, Brian Drummond, Michelle Brezinski, Michael Donovan"
Heart Surgeons,7.6,44,35 min,Drama,"Go Soo, Ki-joon Uhm, Seo Ji-hye, Jae-won Lee"
My Husband Oh Jak-doo,6,210,70 min,"Drama, Romance","Kang-woo Kim, Kim You-Jin, Sang-Hoon Jung, Min-sik Kim"
Crime Squad,7.2,61,-,"Action, Crime, Drama","Seung-hee Baek, So-yeong Choo, Lee El, Evan"
Kamen Rider Fourze,7.7,369,25 min,"Action, Adventure, Comedy","Sôta Fukushi, Ryûki Takahashi, Fumika Shimizu, Rikako Sakata"
Cheongdam-dong Alice,6.5,254,70 min,"Comedy, Drama, Romance","Moon Geun-young, Shi-hoo Park, Yi-hyeon So, Ji-seok Kim"
You and I,8.5,6,-,"Drama, Romance","In-Pyo Cha, Park Sang-won, Song Seung-heon, Bool-am Choi"
The Package,6.9,308,-,"Adventure, Comedy, Drama","Dong-il Sung, Young-Sun Kim, Ji-hyeon Lee, So-young Kim"
Monstar,7,225,-,"Drama, Music, Romance","Joon-hyung Yong, Yeon-Soo Ha, Kang Ha-Neul, Min-yeong Kim"
Your Lady,-,-,-,"Drama, Romance",-
Oh! My Lady,6.9,214,-,Drama,"Hyoyeon, Sooyoung Choi, Jessica Jung, Rim Chae"
Star's Lover,6.7,23,-,"Drama, Romance","Choi Ji-woo, Yoo Ji-Tae, Ki-woo Lee, Ye-ryeon Cha"
Dae Wang Sejong,7.6,25,-,"Drama, History","Kim Sang-kyung, Yun-ji Lee, Yeong-cheol Kim, Myeong-Gil Choi"
Summer Days,-,-,5 min,"Comedy, Romance",-
"Take Care of Us, Captain",7.4,82,60 min,"Comedy, Drama, Romance","Ku Hye-Sun, Jin-hee Ji, Seon Yu, Cheon-hee Lee"
Secret Mother,7.8,27,35 min,"Drama, Mystery","Song Yun-ah, Yeon-ah Oh, Kim Byeong-Ok, Hwa-yeon Cha"
Operation Proposal,6.8,136,65 min,"Comedy, Fantasy, Romance","Yoo Seung-ho, Eun-bin Park, Lee Hyun-Jin, Kim Ye-Won"
Heart to Heart,7.4,162,-,"Comedy, Romance","Kang-hee Choi, Jeong-myeong Cheon, Sohee, Jae-yoon Lee"
Strongest Chil Woo,7,38,-,"Action, Drama, History","Eric Moon, Ku Hye-Sun, Yoo Ah-in, No-min Jeon"
All About My Mom,8,40,-,Drama,"Yoo-jin Kim, Sang-woo Lee, Du-shim Ko, Kim Kap-su"
Choco Bank,6.2,124,17 min,Drama,"Lee Il-Hwa, Eun-bin Park, Kai, Joon-seok Yeon"
The Banker,7.2,14,-,Drama,"Sang-Jung Kim, Shi-ra Chae, Dong-Geun Yoo, Kim Tae-Woo"
Two Mothers,7.4,18,60 min,"Drama, Romance","Hong-Jin Ahn, Im Chae-moo, Dong-joo Hwang, Seo-hee Jang"
Kamen Rider Blade,7.8,290,25 min,"Action, Adventure, Drama","Takayuki Tsubaki, Kôsei Amano, Ryôji Morimoto, Yumi Egawa"
New Tales of the Gisaeng,8,42,-,"Drama, Romance","Soo-hyang Im, Sung Hoon, Hye-Rin Han, Jin-hie Han"
Big Issue,7.5,61,-,Drama,"Ju Jin-Mo, Ye-seul Han, So-yul Shin, Minseo Kim"
Midas,7.3,109,-,Drama,"Jung-woo Choi, Ho-jin Chun, Kim Hee-ae, Jang Hyuk"
Uncle,-,-,-,"Comedy, Drama",-
Make a Wish,-,-,-,"Drama, Romance",-
Jumping Girl,5.3,62,9 min,Drama,-
7th Grade Civil Servant,5.8,131,65 min,"Action, Romance","Joo Won, Hye Eun Lee, Kang-hee Choi, Hwang Chan-sung"
Dating Class,7.5,12,-,Romance,"Jang Gyu-ri, Kim Jiwoo, Chan-yi Choi, Park Seoham"
Produce X 101,7.1,58,-,"Music, Reality-TV","Lee Dong-Wook, Yoon-Jeong Bae, Cheetah, Seok-Hoon Lee"
Boing the Play Ranger,7.3,11,-,Animation,"Aidan Barnaby, Yuri Lowenthal, Lucy Todd, Travis Willingham"
Friends,7.8,197,50 min,"Drama, Romance","Won Bin, Kyôko Fukada, Kelly Chen, Kevin Brief"
Hundred Year Inheritance,7.8,32,-,"Drama, Romance","Yoo-jin Kim, Lee Jung-Jin, Choi Wonyoung, Ah Jung Yoon"
Your House Helper,7.1,148,30 min,Drama,"Ha Seok-jin, Bona, Ji-Hoon Lee, Won-Hee Go"
Eccentric! Chef Moon,7.2,53,-,"Comedy, Drama, Romance","Eric Moon, Won-Hee Go, Jung Won Cha, Lee Dong-yong"
Gold Rainbow,7.7,58,-,"Drama, Romance","Kim You-Jin, Il-Woo Jung, Ye-ryeon Cha, Jae-yoon Lee"
A Poem a Day,7.4,194,65 min,"Comedy, Drama","Lee Yoo-Bi, Lee Joon-hyuk, Dong-Yoon Jang, Hyun-chul Seo"
MONSTA X-Ray,8.5,28,50 min,Reality-TV,"Changkyun, Hyungwon, Jooheon, Kihyun"
Teuripeul,6.2,41,60 min,Drama,"Lee Jung-jae, Hyo-Rin Min, Sun-kyun Lee, Yoon Kyesang"
Equalizer,-,-,5 min,Comedy,-
Woman with a Suitcase,7,56,-,Drama,"Choi Ji-woo, Ju Jin-Mo, Hye-bin Jeon, Joon Lee"
We Are Dating Now,7.3,28,-,"Drama, Romance","Rim Chae, Yoon-young Choi, Jin-hie Han, So Ji-seob"
Love Cells,6.2,98,-,"Comedy, Romance","Park Seon-ho, Kim Yoo-jeong, Joon Park, Ji-Hyun Nam"
Black Dog,7.9,74,-,Drama,"Hyeon-jin Seo, Mi-ran Ra, Ha-Joon Song, Tae-hee Heo"
New Heart,8,53,-,"Drama, Romance","Seong Ji, Jae-Hyun Cho, Min-Jung Kim, Ji-Hoon Lee"
Drinking Solo,6.3,221,62 min,"Comedy, Romance","Ha Seok-jin, Ha-seon Park, Kim Dong-young, Myoung Gong"
Our Gap-soon,6.4,41,-,"Drama, Romance","Kim So-eun, Jae-rim Song, Dae-chul Choi, Jeon Gook-hwan"
A Thousand Kisses,7.6,24,70 min,"Drama, Romance","Hyo-jeong Ban, Hwa-yeon Cha, Jae-sun Jeong, Hyun-Woo Ji"
20th Century Boy and Girl,7,113,-,"Comedy, Romance","Se-Hwi Shin, Park Seoham, Choi Bo-Min, Seul-gi Park"
Thirty Nine,-,-,-,"Romance, Drama",-
"Sangdo, Merchants of Joseon",8.3,47,-,"Drama, History, Romance","Kim Hyun-joo, Bo-seok Jeong, Jae-ryong Lee, Soon-jae Lee"
Secret Boutique,7.1,29,-,Drama,"Yull Jang, da-Eun Jung, Chang Ryul, Park Seo-Kyeong"
Nori Roller Coaster Boy,4.7,9,12 min,Animation,"Thomasin McKenzie, Peter Hambleton, Abby Damen, Jason Whyte"
Time Traveler Luke,7.6,5,-,Adventure,"Lexi Fontaine, Lorne Edward Oliver, Erik Schuster, Barri Tsavaris"
Divorce Lawyer in Love,7.4,99,-,"Comedy, Romance","Yeo-jeong Cho, Woo-jin Yeon, Hyung Tak Shim, Ji-won Wang"
Manhole: Feel So Good,6.3,113,60 min,"Comedy, Drama, Fantasy","Kim You-Jin, Hye-Seong Jung, Jae-Joong Kim, Baro"
"I Do, I Do",6.7,180,-,"Comedy, Drama","Soo-hyang Im, Lee Jang-woo, Keon-hyeong Park, Kim Seon-a"
Aja aja tayo,-,-,-,"Game-Show, Reality-TV",-
Edeonui dongjjok,7.3,173,-,"Action, Drama, Romance","Park Hae-Jin, Mi-seon Jeon, Mi-sook Lee, Song Seung-heon"
Growing Season,7.9,11,-,Romance,"Soo Ah Park, Ji-Won Park, Chae-Eun Kim, Kim Kang Min"
The Queen's Flower,8.3,22,-,"Drama, Romance","Sung-ryung Kim, Dean Dawson, Daniel Joey Albright, Woo-Ri Go"
JYP's Party People,-,-,70 min,"Music, Talk-Show",-
Second to Last Love,7.1,61,-,"Drama, Romance","Kim Hee-ae, Jin-hee Ji, Si-Yang Kwak, Seul-gi Kim"
Mecard,6.1,26,-,Animation,"Brandon Winckler, Xander Mobus, Cherami Leigh, Ben Diskin"
Can We Get Married?,6.8,106,56 min,"Comedy, Romance","Sung Jun, Jung So-Min, Seong-min Kim, Ae Yun Jung"
Feast of the Gods,7.5,35,-,Drama,"In-hwa Jeon, Hye-seon Jeong, Bo-yeon Kim, Sang-uk Joo"
Idol Room,7.2,72,60 min,"Game-Show, Talk-Show","Defconn, Hyeong-don Jeong, Twice, Gfriend"
The Man Who Can't Get Married,7,114,-,"Comedy, Drama, Romance","Jin-hee Ji, Uhm Junghwa, Kim So-eun, Jung-ah Yang"
Mary Stayed Out All Night,6.7,742,65 min,"Comedy, Drama, Music","Moon Geun-young, Keun-Suk Jang, Kim Jae-Wook, Hyo-jin Kim"
Can You Hear My Heart?,7.7,186,65 min,"Comedy, Drama, Romance","Jae-won Kim, Hwang Jeong-eum, Min Namkoong, Lee Hye-yeong"
Marry Me Now,7.8,54,70 min,Romance,"Seon-yeong Park, Ji-hye Han, Chae-Yeon Jung, Sang-woo Lee"
Mix Master,8,37,-,Animation,"Maryke Hendrikse, Stephanie Komure, Marlo Flanagan, Bryce Papenbrook"
Untouchable,7.4,54,-,Drama,"Eun-ji Jung, Jae-ryong Cho, Yoon-Ha Ji, Soo-jin Kyung"
12 Years Promise,7.4,174,70 min,"Comedy, Drama, Romance","Im Ji-Hyun, So-yeon Lee, Min Namkoong, Ho-jin Chun"
Avengers Social Club,8.1,175,60 min,"Comedy, Drama","Mi-ran Ra, Yo-won Lee, Se-bin Myeong, Joon-Young Lee"
Mnet Asian Music Awards,6.8,13,280 min,Music,"BTS, EXO, Seventeen, Got7"
Life Is Beautiful,8.2,51,-,"Family, Romance","Yeong-cheol Kim, Kim Hae-sook, Chang-ui Song, Woo Hee-Jin"
Eunjuui Bang,7.2,19,-,Drama,"Da-Won Jung, Bo-mi Kim, Jae-young Kim, Jeong-hwa Kim"
Girls Planet 999,7,14,-,"Reality-TV, Music","Heuning Bahiyyih, Kim Bora, Kim Chaehyun, Yu-Jin Choi"
The King and I,7.7,25,70 min,"Drama, History","Jae-mo Ahn, Jung-hoon Ahn, Seung Do Baek, Park Bo-Young"
My Unfortunate Boyfriend,6.2,58,-,"Comedy, Romance","Yoon Hak, Hye-Rin Han, Min-woo No, Jin-Sung Yang"
Dibo the Gift Dragon,6.1,17,-,Animation,-
Local Hero,7.3,93,65 min,"Crime, Thriller","Jo Sung-ha, Lee Soo-hyuk, Yuri Kwon, Tae-young Yoon"
"Breakup Probation, A Week",7,14,-,"Drama, Fantasy, Romance","Ga-rim Han, Kwon Yu Ri, Hyun Woo"
Abnormal Summit,7.7,33,-,"Game-Show, Talk-Show","Robin Deiana, Hyun-Moo Jun, Yoo Se-Yoon, Si-Kyung Sung"
Evasive Inquiry Agency,7.9,28,-,Comedy,"Lee Min-ki, Seung-su Ryu, Eun-seong Lee, Han-wi Lee"
Ms. Temper & Nam Jung-Gi,7.4,244,-,Drama,"Yoon Sang-Hyun, Hwang Chan-sung, Yo-won Lee, Hwang Bo-ra"
Marry Him If You Dare,6.1,227,-,"Comedy, Fantasy, Romance","Yun Eun-hye, Dong-geon Lee, Yong-hwa Jung, Chae-Ah Han"
Mask Masters,7.9,14,22 min,"Animation, Action, Adventure","Allen Enlow, David Errigo Jr., Park Hee-eun, Eun-ah Kim"
Kamen Rider Drive,7.6,274,24 min,"Action, Adventure, Comedy","Ryoma Takeuchi, Rio Uchida, Rei Yoshii, Chris Peppler"
Maids,7.3,65,-,"Drama, History, Romance","Yu-mi Jeong, Ji-Ho Oh, Dong-wook Kim, Gook-hee Chae"
My Beloved Sister,5.2,5,60 min,Drama,"Song Yun-ah, Seong-su Kim"
Return,7.3,73,35 min,"Drama, Mystery, Thriller","Kim Dong-young, Jung Eun-chae, Jin-geun Kim, Rin-Ah Shin"
How to Buy a Friend,7.3,24,-,Drama,"Oh Hee-Joon, So-hye Kim, Do-hee Min, Seung-Ho Shin"
Bachelor's Vegetable Store,7.7,72,-,Drama,"Ji Chang-Wook, Sin-hye Hwang, Hang-Seon Jang, No-min Jeon"
Family Outing,8.7,165,80 min,Game-Show,"Jae-Suk Yoo, Hyo-ri Lee, Jong-shin Yoon, Soo-Ro Kim"
Shik-gaek,8.2,59,65 min,"Drama, Romance","Rae-won Kim, Yeo Jin-gu, Seon-hyeok Kim, Bool-am Choi"
Delayed Justice,7.3,32,60 min,"Comedy, Drama","Sang-Woo Kwon, Sung-Woo Bae, Kim Joo-Hyun, Jeong Woong-in"
Stone Age,5,17,-,Animation,"Matt Anipen, Nancy Kim, Samantha Moon, Anna Paik"
Neighborhood Lawyer Jo Deul-ho,7.2,69,60 min,Drama,"Shin-yang Park, Hyun-Jung Go, Byun Hee-Bong, Kyung Hong"
Beautiful My Lady,8.2,9,-,"Drama, Romance","Eun-ha Shim, Song Seung-heon, Lee Byung-hun, Da Hoon Yoon"
Those Who Read the Hearts of Evil,-,-,-,"Crime, Mystery, Thriller",-
Pied Piper,7.4,54,-,Thriller,"Shin Ha-kyun, Yun-hie Jo, Joon-Sang Yoo, Jeon Gook-hwan"
My Beautiful Bride,7.3,75,-,"Drama, Mystery, Romance","Mu-Yeol Kim, Lee El, Park Hae-joon, Jo Han-chul"
Punch,7.7,10,65 min,Drama,"Kwang-il Kim, Yi-hyeon So, Ju Jin-Mo, Bin-wu Kim"
Thousand Years of Love,6,28,-,Romance,"Tae-Yun Kim, So Ji-seob, Nam-jin Kim, Sa-rang Kim"
Twelve Nights,6.3,46,-,Drama,"Seung-Yeon Han, Hyun-soo Shin, Kim Do-Wan, Hyun-Sung Jang"
Jejoongwon,8.3,41,-,Drama,"Hye-jin Han, Yong-woo Park, Sean Dulake, Nam-kil Kang"
SSIN,-,-,-,-,-
Endless Love,7.4,30,-,"Drama, Romance","Hwang Jeong-eum, Soo-young Ryu, Jung Kyung-ho, In-Pyo Cha"
Little Girl Detective Park Hae Sol,7.8,6,70 min,Crime,"Nam Ji-Hyun, Joo-Young Kim, Min-woo Lee"
Flames of Desire,7.5,13,65 min,"Comedy, Drama","Eun-Kyung Shin, Min-Ki Jo, Yoo Seung-ho, Woo Seo"
The One & Only,8.5,9,4 min,"Drama, Romance, Thriller","Ye-Sol Jin, Lee Min-Ho, Seol Yoon"
